Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
 Small right pleural effusion,,,,,,,,,,,1.0,,,
Normal heart size,1.0,,0.0,,,,,,,,,,,
 Mild tortuosity of the aorta,1.0,,,,,,,,,,,,,
" No pneumothorax, pleural effusion or suspicious airspace opacity",1.0,,,,0.0,,,,,0.0,0.0,,,
 Mild levoscoliosis of the lumbar spine,,,,,,,,,,,,,,
Lungs are clear bilaterally,1.0,,,,,,,,,,,,,
 Cardiac and mediastinal silhouettes are normal,1.0,0.0,,,,,,,,,,,,
 Pulmonary vasculature is normal,1.0,,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 No acute bony abnormality,1.0,,,,,,,,,,,,,
The lungs and pleural spaces show no acute abnormality,1.0,,,,,,,,,,,,,
 There is a XXXX 10 XXXX nodule in the right apex projecting between the third and fourth posterior ribs,,,,1.0,,,,,,,,,,
 Lungs are hyperexpanded,1.0,,,,,,,,,,,,,
 Heart size and pulmonary vascularity within normal limits,1.0,,0.0,,,,,,,,,,,
 Scattered XXXX densities throughout the chest from prior gunshot wound,1.0,,,,,,,,,,,,,
 Chronic blunting of the costophrenic XXXX,,,,,,,,,,,,,,
 Healed right 10th and left 9th posterolateral rib fracture,,,,,,,,,,,,,1.0,
"The heart, pulmonary XXXX and mediastinum are within normal limits",1.0,0.0,0.0,,,,,,,,,,,
 There is no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 There is no focal airspace opacity to suggest a pneumonia,1.0,,,,0.0,,,0.0,,,,,,
 There are scoliotic changes of the thoracolumbar spine,1.0,,,,,,,,,,,,,
 There degenerative changes of the spine,,,,,,,,,,,,,,
The cardiac and mediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are well-inflated and clear,1.0,,,,,,,,,,,,,
" There is no focal consolidation, pneumothorax, or effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 The bony structures of the thorax are unremarkable,1.0,,,,,,,,,,,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is unremarkable,1.0,0.0,,,,,,,,,,,,
 Mild pectus excavatum deformity is noted,,,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Stable postoperative and degenerative changes of the XXXX,,,,,,,,,,,,,,
 Stable degenerative disc disease of the thoracic spine,,,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Stable postoperative and degenerative changes of the XXXX,,,,,,,,,,,,,,
 Stable degenerative disc disease of the thoracic spine,,,,,,,,,,,,,,
The lungs are clear,1.0,,,,,,,,,,,,,
 There is no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 The heart and mediastinum are normal,1.0,0.0,0.0,,,,,,,,,,,
 The skeletal structures are normal,1.0,,,,,,,,,,,,,
Frontal and lateral views of the chest show normal size and configuration of the cardiac silhouette,1.0,,0.0,,,,,,,,,,,
 Normal pulmonary vasculature and central airways,1.0,,,,,,,,,,,,,
 No focal airspace consolidation or pleural effusion,1.0,,,,,,0.0,,,,0.0,,,
The lungs are clear,1.0,,,,,,,,,,,,,
 No pleural effusion is identified,1.0,,,,,,,,,,0.0,,,
 The heart is normal,1.0,,0.0,,,,,,,,,,,
 There are calcifications of the aortic XXXX,,,,,,,,,,,,,,
 The skeletal structures are normal,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette is within normal limits for size and contour,1.0,0.0,,,,,,,,,,,,
" The lungs are normally inflated without evidence of focal airspace disease, pleural effusion, or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 Osseous structures are within normal limits for patient age,1.0,,,,,,,,,,,,,
The cardiac contours are normal,1.0,0.0,0.0,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Thoracic spondylosis,1.0,,,,,,,,,,,,,
The heart size is normal,1.0,,0.0,,,,,,,,,,,
 The mediastinal contour is within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are free of any focal infiltrates,1.0,,,,0.0,,,,,,,,,
 There are no nodules or masses,1.0,,,0.0,,,,,,,,,,
 No visible pneumothorax,1.0,,,,,,,,,0.0,,,,
 No visible pleural fluid,1.0,,,,,,,,,,0.0,,,
 The XXXX are grossly normal,1.0,,,,,,,,,,,,,
 There is no visible free intraperitoneal air under the diaphragm,1.0,,,,,,,,,,,,,
The heart size is normal,1.0,,0.0,,,,,,,,,,,
 The mediastinal contour is within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are free of any focal infiltrates,1.0,,,,0.0,,,,,,,,,
 There are no nodules or masses,1.0,,,0.0,,,,,,,,,,
 No visible pneumothorax,1.0,,,,,,,,,0.0,,,,
 No visible pleural fluid,1.0,,,,,,,,,,0.0,,,
 The XXXX are grossly normal,1.0,,,,,,,,,,,,,
 There is no visible free intraperitoneal air under the diaphragm,1.0,,,,,,,,,,,,,
The heart size is normal,1.0,,0.0,,,,,,,,,,,
 The mediastinal contour is within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are free of any focal infiltrates,1.0,,,,0.0,,,,,,,,,
 There are no nodules or masses,1.0,,,0.0,,,,,,,,,,
 No visible pneumothorax,1.0,,,,,,,,,0.0,,,,
 No visible pleural fluid,1.0,,,,,,,,,,0.0,,,
 The XXXX are grossly normal,1.0,,,,,,,,,,,,,
 There is no visible free intraperitoneal air under the diaphragm,1.0,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
 Gastrostomy tube is noted,1.0,,,,,,,,,,,,,1.0
There is flattening of hemidiaphragms,1.0,,,,,,,,,,,,,
 There are prominent interstitial markings,,,,,1.0,,,,,,,,,
 There is no focal consolidation to suggest pneumonia,1.0,,,,,,0.0,0.0,,,,,,
 There are atherosclerotic institutions of the aorta,,,,,,,,,,,,,,
 The heart is of the first limits of normal size,,,1.0,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is stable,,-1.0,,,,,,,,,,,,
 There is again significant thoracolumbar rotatory scoliosis,,,,,,,,,,,,,,
 The aorta is atherosclerotic,,,,,,,,,,,,,,
 The lungs are hypoinflated but clear,1.0,,,,,,,,,,,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
The lungs and pleural spaces show no acute abnormality,1.0,,,,,,,,,,,,,
 XXXX scar in the right lateral midlung,,,,,1.0,,,,,,,,,
 Adjacent focal pleural thickening is noted,,,,,,,,,,,,1.0,,
 Chronic blunting of both lateral costophrenic XXXX,,,,,,,,,,,,,,
 Heart size and pulmonary vascularity within normal limits,1.0,,0.0,,,,,,,,,,,
" Tortuous, ectatic thoracic aorta, unchanged",1.0,,,,,,,,,,,,,
 XXXX sternotomy XXXX intact,1.0,,,,,,,,,,,,,
Cardiomediastinal silhouettes are within normal limits,1.0,0.0,,,,,,,,,,,,
" Lungs are clear without focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Bony thorax is unremarkable,1.0,,,,,,,,,,,,,
"Broken of the 4XXXX XXXX XXXX, similar to the prior study",1.0,,,,,,,,,,,,,
 Stable multiple surgical clips in the left hilar area,1.0,,,,,,,,,,,,,
 Stable cardiomediastinal silhouette,,-1.0,,,,,,,,,,,,
 Pulmonary vasculatures are within normal limits,1.0,,,,,,,,,,,,,
" No XXXX focal consolidation, pleural effusion or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
 Unremarkable bony structure,1.0,,,,,,,,,,,,,
Cardiomediastinal silhouette is a within normal limits,1.0,0.0,,,,,,,,,,,,
" No focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Multiple granulomas,,,,,,,,,,,,,,
 No acute bony abnormalities,1.0,,,,,,,,,,,,,
Patient is slightly rotated,1.0,,,,,,,,,,,,,
 Normal heart size,1.0,,0.0,,,,,,,,,,,
 There is no pulmonary edema,1.0,,,,,0.0,,,,,,,,
 There is no focal consolidation,1.0,,,,,,0.0,,,,,,,
 There are no XXXX of a pleural effusion,1.0,,,,,,,,,,0.0,,,
 There is no evidence of pneumothorax,1.0,,,,,,,,,0.0,,,,
Cardiomediastinal silhouette is stable and within normal limits,1.0,0.0,,,,,,,,,,,,
" There is improved lung volumes bilaterally with persistent bibasilar atelectatic opacities, without focal consolidation, pneumothorax, or effusion",,,,,1.0,,0.0,,1.0,0.0,0.0,,,
 No acute bony abnormality identified,1.0,,,,,,,,,,,,,
"No pneumothorax, pleural effusion or airspace consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
 Heart size and pulmonary vasculature appear within normal limits,1.0,,0.0,,,,,,,,,,,
 XXXX XXXX are intact,1.0,,,,,,,,,,,,,
Stable appearing bilateral calcified lymph XXXX,,,,,,,,,,,,,,
 The cardiac silhouette and mediastinal contours are within normal limits,,1.0,0.0,,,,,,,,,,,
 No focal opacity,1.0,,,,0.0,,,,,,,,,
 No large pleural effusion,1.0,,,,,,,,,,0.0,,,
 There is no pneumothorax,1.0,,,,,,,,,0.0,,,,
Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 Mediastinal contours unremarkable,1.0,0.0,,,,,,,,,,,,
 Pulmonary vascularity is normal,1.0,,,,,,,,,,,,,
 Right lung is clear,1.0,,,,,,,,,,,,,
 XXXX opacities left lung base may represent atelectasis versus scarring,,,,,1.0,,,,-1.0,,,,,
 No focal consolidation,1.0,,,,,,0.0,,,,,,,
" No pleural effusion, no pneumothorax",1.0,,,,,,,,,0.0,0.0,,,
 Bony structures unremarkable,1.0,,,,,,,,,,,,,
Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 Streaky airspace disease is demonstrated on the lateral examination,,,,,1.0,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
Chest,1.0,,,,,,,,,,,,,
 Lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart normal,1.0,,,,,,,,,,,,,
 Left knee,1.0,,,,,,,,,,,,,
" No change marked narrowing, large osteophyte formation, multiple synovial osteochondromas",1.0,,,,,,,,,,,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
"Large medial right upper lobe mass lesion, measuring approximately 5",,,,1.0,,,,,,,,,,
8 cm x 6,1.0,,,,,,,,,,,,,
0 cm in diameter,1.0,,,,,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 Lungs clear,1.0,,,,,,,,,,,,,
 Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 Degenerative changes thoracic spine,,,,,,,,,,,,,,
There are no focal areas of consolidation,1.0,,,,,,0.0,,,,,,,
 No suspicious pulmonary opacities,1.0,,,,0.0,,,,,,,,,
 Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 There is no evidence of pneumothorax,1.0,,,,,,,,,0.0,,,,
The heart is enlarged,,,1.0,,,,,,,,,,,
 Pulmonary vasculature is normal in caliber,1.0,,,,,,,,,,,,,
 There is a nerve stimulator device projecting over the left hemithorax,1.0,,,,,,,,,,,,,1.0
" The lungs are grossly clear of focal airspace disease, pneumothorax or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
The heart is enlarged,,,1.0,,,,,,,,,,,
 Pulmonary vasculature is normal in caliber,1.0,,,,,,,,,,,,,
 There is a nerve stimulator device projecting over the left hemithorax,1.0,,,,,,,,,,,,,1.0
" The lungs are grossly clear of focal airspace disease, pneumothorax or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
Chest,1.0,,,,,,,,,,,,,
 The trachea is midline,1.0,,,,,,,,,,,,,
" Negative for pneumothorax, pleural effusion or focal airspace consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
 The heart size is normal,1.0,,0.0,,,,,,,,,,,
 Abdomen,1.0,,,,,,,,,,,,,
 No pneumoperitoneum,1.0,,,,,,,,,,,,,
 There is a normal bowel XXXX pattern,1.0,,,,,,,,,,,,,
 Air and stool visible throughout the entire large colon including the rectum,1.0,,,,,,,,,,,,,
 No abnormally dilated small bowel loops,1.0,,,,,,,,,,,,,
 No evidence for intussusception or small bowel obstruction,1.0,,,,,,,,,,,,,
 No pathologic calcifications XXXX over the abdomen or pelvis,1.0,,,,,,,,,,,,,
" XXXX XXXX are without fracture or destructive lesion, though there are mild degenerative changes throughout the lumbar spine",,,,,,,,,,,,,-1.0,
 Small hiatal hernia is not as well demonstrated on this exam,,,,,,,,,,,,,,
"Lungs are clear bilaterally with no focal infiltrate, pleural effusion, or pneumothoraces",1.0,,,,0.0,,,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 XXXX and soft tissues are unremarkable,1.0,,,,,,,,,,,,,
Stable cardiomediastinal silhouette,,-1.0,,,,,,,,,,,,
" Stable XXXX opacity in the left base, XXXX scarring or atelectasis",,,,,1.0,,,,-1.0,,,,,
" Rounded calcified density in the left lung base, XXXX calcified granuloma",,,,,,,,,,,,,,
 No XXXX consolidation,1.0,,,,,,0.0,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Stable degenerative changes of the spine,,,,,,,,,,,,,,
"No focal consolidation, suspicious pulmonary opacity, pneumothorax or definite pleural effusion",1.0,,,,0.0,,0.0,,,0.0,0.0,,,
" Heart size and pulmonary vascularity within normal limits, visualized osseous structures appear intact",1.0,,0.0,,,,,,,,,,,
Cardiac and mediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Bony structures are intact,1.0,,,,,,,,,,,,,
"No airspace disease, effusion or noncalcified nodule",1.0,,,,0.0,,,,,,0.0,,,
 Normal heart size and mediastinum,1.0,0.0,0.0,,,,,,,,,,,
 Visualized XXXX of the chest XXXX are within normal limits,1.0,,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Visualized osseous structures are unremarkable,1.0,,,,,,,,,,,,,
Two left-sided chest tubes again noted,1.0,,,,,,,,,,,,,1.0
 Interval improved aeration of the left lung compared to prior,1.0,,,,,,,,,,,,,
 Interval improvement in left lung pleural fluid,,,,,,,,,,,1.0,,,
 Right lung clear,1.0,,,,,,,,,,,,,
 Endotracheal tube noted with tip approximately 4,1.0,,,,,,,,,,,,,1.0
5 cm above the carina,1.0,,,,,,,,,,,,,
 Left internal jugular central venous catheter with tip approximating the high SVC,1.0,,,,,,,,,,,,,1.0
 No evidence of pneumothorax,1.0,,,,,,,,,0.0,,,,
"Lungs are clear bilaterally with no focal infiltrate, pleural effusion, or pneumothoraces",1.0,,,,0.0,,,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 XXXX and soft tissues are unremarkable,1.0,,,,,,,,,,,,,
Hyperaerated lungs with flattened hemidiaphragms,1.0,,,,,,,,,,,,,
 Normal heart size,1.0,,0.0,,,,,,,,,,,
 Increased retrosternal airspace,1.0,,,,,,,,,,,,,
 No focal infiltrate,1.0,,,,0.0,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
There are no focal areas of consolidation,1.0,,,,,,0.0,,,,,,,
 No suspicious bony opacities,1.0,,,,0.0,,,,,,,,,
 Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 No evidence of pneumothorax,1.0,,,,,,,,,0.0,,,,
 Mild degenerative changes of the thoracic spine,,,,,,,,,,,,,,
"There is prominence of the right heart XXXX, consistent with right atrial enlargement",,,,,,,,,,,,,,
" A XXXX density is demonstrated on the frontal view with exaggerated posterior projection of the cardiac silhouette, suggesting left atrial enlargement",,,1.0,,,,,,,,,,,
 The cardiac silhouette is overall enlarged,,,1.0,,,,,,,,,,,
 The mediastinal contours are otherwise within normal limits for appearance,1.0,0.0,,,,,,,,,,,,
 No focal areas of pulmonary consolidation,1.0,,,,,,0.0,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 No pleural effusion,1.0,,,,,,,,,,0.0,,,
 Mild pulmonary hyperexpansion,,,,,,,,,,,,,,
 Mild left apical pleural thickening,,,,,,,,,,,,1.0,,
 Moderate degenerative changes of the thoracic spine,,,,,,,,,,,,,,
 19/33,1.0,,,,,,,,,,,,,
The heart size is normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 There is no pleural line to suggest pneumothorax or costophrenic XXXX blunting to suggest large pleural effusion,,,,,,,,,,0.0,1.0,,,0.0
 Bony structures are within normal limits,1.0,,,,,,,,,,,,,
Lungs are clear bilaterally,1.0,,,,,,,,,,,,,
"There is no focal consolidation, pleural effusion, or pneumothoraces",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 XXXX are unremarkable,1.0,,,,,,,,,,,,,
Normal heart,1.0,,,,,,,,,,,,,
 Calcified right hilar granulomas,,,,,,,,,,,,,,
 No focal infiltrate,1.0,,,,0.0,,,,,,,,,
 Midline trachea,1.0,,,,,,,,,,,,,
Normal heart,1.0,,,,,,,,,,,,,
 Calcified right hilar granulomas,,,,,,,,,,,,,,
 No focal infiltrate,1.0,,,,0.0,,,,,,,,,
 Midline trachea,1.0,,,,,,,,,,,,,
"Stable normal cardiac size and contour, unremarkable mediastinal silhouette",1.0,0.0,0.0,,,,,,,,,,,
 Normal pulmonary XXXX and interstitium,1.0,,,,,,,,,,,,,
" Lungs clear, no airspace disease, pleural effusion, or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 No active/acute cardiopulmonary disease,1.0,,,,,,,,,,,,,
"No pneumothorax, pleural effusion or airspace consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardiomediastinal size is within normal limits,1.0,,,,,,,,,,,,,
 XXXX XXXX intact,1.0,,,,,,,,,,,,,
"No pneumothorax, pleural effusion or airspace consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardiomediastinal size is within normal limits,1.0,,,,,,,,,,,,,
 Pulmonary vasculature is normal,1.0,,,,,,,,,,,,,
" Old rib fractures, healed",,,,,,,,,,,,,1.0,
" Stable increased density overlying the lower mediastinum, unchanged, is XXXX due to hiatal hernia seen on XXXX examination",,-1.0,,,1.0,,,,,,,,,
Low lung volumes with bronchovascular crowding,1.0,,,,,,,,,,,,,
" No focal alveolar consolidation, no definite pleural effusion seen",1.0,,,,,,0.0,,,,0.0,,,
" Heart size within normal limits for technique, no typical mediastinal widening of vascular injury",1.0,,0.0,,,,,,,,,,,
 No pleural line of pneumothorax,1.0,,,,,,,,,0.0,,,,0.0
There is hyperinflation of the lungs,,,,,,,,,,,,,,
 A small area scarring is seen in the left cardiophrenic XXXX region,,,,,1.0,,,,,,,,,
 There is no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 The heart is not significantly enlarged,1.0,,0.0,,,,,,,,,,,
 There are atherosclerotic changes of the aorta,,,,,,,,,,,,,,
 Arthritic changes of the skeletal structures are noted,1.0,,,,,,,,,,,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
"No focal consolidation, no definite pleural effusion seen",1.0,,,,,,0.0,,,,0.0,,,
" Exaggerated kyphosis with increased AP dimension of the thorax, curvilinear density projected over the right anterior 3rd and 4th ribs beyond which lung markings are seen XXXX skin fold artifact",,,,,,,,,,,,,,
" Mild aortic ectasia/tortuosity, no typical mediastinal widening to suggest vascular injury",1.0,,,,,,,,,,,,,
 Contour irregularity of the lateral right 9th rib of indeterminate age,,1.0,,,,,,,,,,,,
"No focal consolidation, no definite pleural effusion seen",1.0,,,,,,0.0,,,,0.0,,,
" Exaggerated kyphosis with increased AP dimension of the thorax, curvilinear density projected over the right anterior 3rd and 4th ribs beyond which lung markings are seen XXXX skin fold artifact",,,,,,,,,,,,,,
" Mild aortic ectasia/tortuosity, no typical mediastinal widening to suggest vascular injury",1.0,,,,,,,,,,,,,
 Contour irregularity of the lateral right 9th rib of indeterminate age,,1.0,,,,,,,,,,,,
Cardiac and mediastinal XXXX appear normal,1.0,,,,,,,,,,,,,
" No visible pneumothorax, focal airspace opacity, or pleural effusion is seen",1.0,,,,0.0,,,,,0.0,0.0,,,
 No visible free air under the diaphragm,1.0,,,,,,,,,,,,,
 The osseous structures appear intact,1.0,,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
